,date,btc_average
108,2020-10-09,10966.82
109,2020-10-08,10740.205
110,2020-10-07,10614.02
111,2020-10-06,10662.5
112,2020-10-05,10706.82
113,2020-10-04,10607.37
114,2020-10-03,10550.009999999998
115,2020-10-02,10519.32
116,2020-10-01,10678.5
117,2020-09-30,10757.235
118,2020-09-29,10751.705000000002
119,2020-09-28,10788.0
120,2020-09-27,10696.91
121,2020-09-26,10732.810000000001
122,2020-09-25,10658.385
123,2020-09-24,10493.085
124,2020-09-23,10336.985
125,2020-09-22,10462.855
126,2020-09-21,10642.605
127,2020-09-20,10901.82
128,2020-09-19,11033.580000000002
129,2020-09-18,10925.435000000001
130,2020-09-17,10895.645
131,2020-09-16,10877.11
132,2020-09-15,10768.26
133,2020-09-14,10481.17
134,2020-09-13,10390.055
135,2020-09-12,10373.61
136,2020-09-11,10298.8
137,2020-09-10,10277.09
138,2020-09-09,10162.005000000001
139,2020-09-08,10144.0
140,2020-09-07,10142.875
141,2020-09-06,10171.0
142,2020-09-05,10195.34
143,2020-09-04,10251.275
144,2020-09-03,10711.7
145,2020-09-02,11557.335
146,2020-09-01,11782.925
147,2020-08-31,11685.385
148,2020-08-30,11588.5
149,2020-08-29,11498.53
150,2020-08-28,11409.77
151,2020-08-27,11358.6
152,2020-08-26,11391.66
153,2020-08-25,11442.744999999999
154,2020-08-24,11704.994999999999
155,2020-08-23,11616.099999999999
156,2020-08-22,11531.404999999999
157,2020-08-21,11681.904999999999
158,2020-08-20,11778.0
159,2020-08-19,11790.54
160,2020-08-18,12102.85
161,2020-08-17,12118.89
162,2020-08-16,11808.86
163,2020-08-15,11830.0
164,2020-08-14,11742.015
165,2020-08-13,11531.66
166,2020-08-12,11383.76
167,2020-08-11,11530.0
168,2020-08-10,11758.675
169,2020-08-09,11659.54
170,2020-08-08,11660.135
171,2020-08-07,11615.970000000001
172,2020-08-06,11731.25
173,2020-08-05,11436.965
174,2020-08-04,11207.49
175,2020-08-03,11204.5
176,2020-08-02,11320.98
177,2020-08-01,11540.5
178,2020-07-31,11202.0
179,2020-07-30,11000.5
180,2020-07-29,11077.41
181,2020-07-28,10903.615
182,2020-07-27,10656.035
183,2020-07-26,9880.5
184,2020-07-25,9622.95
185,2020-07-24,9550.220000000001
186,2020-07-23,9552.165
187,2020-07-22,9402.5
188,2020-07-21,9295.265
189,2020-07-20,9176.26
190,2020-07-19,9166.810000000001
191,2020-07-18,9170.2
192,2020-07-17,9138.32
193,2020-07-16,9136.7
194,2020-07-15,9218.529999999999
195,2020-07-14,9196.27
196,2020-07-13,9272.355
197,2020-07-12,9251.25
198,2020-07-11,9238.765
199,2020-07-10,9221.24
200,2020-07-09,9300.395
201,2020-07-08,9350.5
202,2020-07-07,9291.21
203,2020-07-06,9215.46
204,2020-07-05,9019.135
205,2020-07-04,9115.02
206,2020-07-03,9081.235
207,2020-07-02,9100.98
208,2020-07-01,9186.05
209,2020-06-30,9134.945
210,2020-06-29,9131.335
211,2020-06-28,9069.529999999999
212,2020-06-27,9014.619999999999
213,2020-06-26,9171.725
214,2020-06-25,9174.845000000001
215,2020-06-24,9439.0
216,2020-06-23,9648.515
217,2020-06-22,9528.545
218,2020-06-21,9351.77
219,2020-06-20,9282.975
220,2020-06-19,9327.045
221,2020-06-18,9384.5
222,2020-06-17,9400.805
223,2020-06-16,9481.045
224,2020-06-15,9202.725
225,2020-06-14,9362.994999999999
226,2020-06-13,9422.865
227,2020-06-12,9394.815
228,2020-06-11,9538.5
229,2020-06-10,9848.45
230,2020-06-09,9723.5
231,2020-06-08,9716.5
232,2020-06-07,9587.23
233,2020-06-06,9633.025
234,2020-06-05,9717.875
235,2020-06-04,9665.814999999999
236,2020-06-03,9527.605
237,2020-06-02,9747.494999999999
238,2020-06-01,9900.835
239,2020-05-31,9540.705
240,2020-05-30,9535.615
241,2020-05-29,9467.630000000001
242,2020-05-28,9367.735
243,2020-05-27,9018.365
244,2020-05-26,8858.835
245,2020-05-25,8811.189999999999
246,2020-05-24,8999.0
247,2020-05-23,9188.925
248,2020-05-22,9102.26
249,2020-05-21,9196.735
250,2020-05-20,9584.0
251,2020-05-19,9685.605
252,2020-05-18,9707.115
253,2020-05-17,9605.05
254,2020-05-16,9404.0
255,2020-05-15,9497.810000000001
256,2020-05-14,9597.880000000001
257,2020-05-13,9095.494999999999
258,2020-05-12,8753.52
259,2020-05-11,8684.0
260,2020-05-10,8845.915
261,2020-05-09,9717.125
262,2020-05-08,9870.48
263,2020-05-07,9544.0
264,2020-05-06,9150.605
265,2020-05-05,8939.29
266,2020-05-04,8736.0
267,2020-05-03,8956.0
268,2020-05-02,8881.5
269,2020-05-01,8836.369999999999
270,2020-04-30,8930.5
271,2020-04-29,8331.47
272,2020-04-28,7719.5599999999995
273,2020-04-27,7699.01
274,2020-04-26,7590.0
275,2020-04-25,7568.035
276,2020-04-24,7501.98
277,2020-04-23,7379.0
278,2020-04-22,6987.1900000000005
279,2020-04-21,6851.0
280,2020-04-20,6985.5
281,2020-04-19,7160.875
282,2020-04-18,7153.74
283,2020-04-17,7060.549999999999
284,2020-04-16,6829.135
285,2020-04-15,6769.0
286,2020-04-14,6866.139999999999
287,2020-04-13,6739.395
288,2020-04-12,6978.5
289,2020-04-11,6852.15
290,2020-04-10,7017.865
291,2020-04-09,7240.0
292,2020-04-08,7285.0
293,2020-04-07,7268.344999999999
294,2020-04-06,7060.07
295,2020-04-05,6786.530000000001
296,2020-04-04,6820.21
297,2020-04-03,6825.05
298,2020-04-02,6874.5
299,2020-04-01,6415.025
300,2020-03-31,6422.315
301,2020-03-30,6228.38
302,2020-03-29,6066.280000000001
303,2020-03-28,6192.0
304,2020-03-27,6551.795
305,2020-03-26,6645.0
306,2020-03-25,6703.98
307,2020-03-24,6602.165
308,2020-03-23,6144.0
309,2020-03-22,6070.9400000000005
310,2020-03-21,6158.5
311,2020-03-20,6285.0
312,2020-03-19,5826.264999999999
313,2020-03-18,5222.77
314,2020-03-17,5223.225
315,2020-03-16,4903.77
316,2020-03-15,5516.55
317,2020-03-14,5347.825000000001
318,2020-03-13,4868.5650000000005
319,2020-03-12,6188.085
320,2020-03-11,7785.0
321,2020-03-10,7938.505
322,2020-03-09,7905.66
323,2020-03-08,8443.380000000001
324,2020-03-07,9011.5
325,2020-03-06,9077.75
326,2020-03-05,8952.98
327,2020-03-04,8754.145
328,2020-03-03,8785.325
329,2020-03-02,8731.875
330,2020-03-01,8580.5
331,2020-02-29,8656.775
332,2020-02-28,8672.5
333,2020-02-27,8751.385
334,2020-02-26,9005.535
335,2020-02-25,9462.5
336,2020-02-24,9731.779999999999
337,2020-02-23,9817.5
338,2020-02-22,9634.595000000001
339,2020-02-21,9652.86
340,2020-02-20,9549.5
341,2020-02-19,9800.0
342,2020-02-18,9913.005000000001
343,2020-02-17,9708.415
344,2020-02-16,9844.060000000001
345,2020-02-15,10088.0
346,2020-02-14,10246.465
347,2020-02-13,10290.0
348,2020-02-12,10336.54
349,2020-02-11,10011.795
350,2020-02-10,9972.0
351,2020-02-09,10023.375
352,2020-02-08,9803.555
353,2020-02-07,9807.5
354,2020-02-06,9694.46
355,2020-02-05,9460.835
356,2020-02-04,9221.505000000001
357,2020-02-03,9426.395
358,2020-02-02,9298.515
359,2020-02-01,9372.765
360,2020-01-31,9370.115
361,2020-01-30,9391.220000000001
362,2020-01-29,9332.619999999999
363,2020-01-28,9131.2
364,2020-01-27,8767.5
365,2020-01-26,8455.895
366,2020-01-25,8353.08
367,2020-01-24,8383.01
368,2020-01-23,8499.099999999999
369,2020-01-22,8704.0
370,2020-01-21,8638.5
371,2020-01-20,8634.135
372,2020-01-19,8832.49
373,2020-01-18,8897.63
374,2020-01-17,8857.045
375,2020-01-16,8722.904999999999
376,2020-01-15,8740.24
377,2020-01-14,8492.77
378,2020-01-13,8125.945
379,2020-01-12,8078.5
380,2020-01-11,8144.75
381,2020-01-10,7935.5
382,2020-01-09,7902.98
383,2020-01-08,8162.5
384,2020-01-07,7965.695
385,2020-01-06,7571.05
386,2020-01-05,7406.5
387,2020-01-04,7338.105
388,2020-01-03,7138.02
389,2020-01-02,7068.62
390,2020-01-01,7215.075
391,2019-12-31,7232.505
392,2019-12-30,7314.12
393,2019-12-29,7408.225
394,2019-12-28,7301.84
395,2019-12-27,7176.139999999999
396,2019-12-26,7296.0599999999995
397,2019-12-25,7200.3150000000005
398,2019-12-24,7296.860000000001
399,2019-12-23,7480.610000000001
400,2019-12-22,7320.505
401,2019-12-21,7147.79
402,2019-12-20,7149.75
403,2019-12-19,7209.155000000001
404,2019-12-18,6937.5
405,2019-12-17,6751.105
406,2019-12-16,6993.0
407,2019-12-15,7104.325000000001
408,2019-12-14,7141.885
409,2019-12-13,7249.905000000001
410,2019-12-12,7187.65
411,2019-12-11,7200.58
412,2019-12-10,7282.35
413,2019-12-09,7461.5
414,2019-12-08,7469.43
415,2019-12-07,7544.889999999999
416,2019-12-06,7447.514999999999
417,2019-12-05,7317.5
418,2019-12-04,7408.5
419,2019-12-03,7320.675
420,2019-12-02,7285.83
421,2019-12-01,7375.925
422,2019-11-30,7625.5
423,2019-11-29,7606.15
424,2019-11-28,7501.5
425,2019-11-27,7247.5
426,2019-11-26,7178.74
427,2019-11-25,6946.344999999999
428,2019-11-24,7095.695
429,2019-11-23,7212.245
430,2019-11-22,7270.0
431,2019-11-21,7817.365
432,2019-11-20,8151.345
433,2019-11-19,8110.815
434,2019-11-18,8281.76
435,2019-11-17,8492.84
436,2019-11-16,8471.5
437,2019-11-15,8595.0
438,2019-11-14,8691.3
439,2019-11-13,8773.494999999999
440,2019-11-12,8727.8
441,2019-11-11,8845.5
442,2019-11-10,8948.595000000001
443,2019-11-09,8802.439999999999
444,2019-11-08,8978.5
445,2019-11-07,9238.0
446,2019-11-06,9345.46
447,2019-11-05,9315.355
448,2019-11-04,9314.76
449,2019-11-03,9214.355
450,2019-11-02,9279.974999999999
451,2019-11-01,9154.5
452,2019-10-31,9159.0
453,2019-10-30,9205.425
454,2019-10-29,9311.0
455,2019-10-28,9531.05
456,2019-10-27,9434.66
457,2019-10-26,9420.189999999999
458,2019-10-25,8080.0
459,2019-10-24,7420.835
460,2019-10-23,7673.795
461,2019-10-22,8148.995
462,2019-10-21,8237.515
463,2019-10-20,8083.5
464,2019-10-19,7982.51
465,2019-10-18,7965.505
466,2019-10-17,8026.975
467,2019-10-16,8049.08
468,2019-10-15,8246.5
469,2019-10-14,8295.925
470,2019-10-13,8305.685000000001
471,2019-10-12,8325.0
472,2019-10-11,8495.945
473,2019-10-10,8529.26
474,2019-10-09,8392.5
475,2019-10-08,8206.875
476,2019-10-07,8030.96
477,2019-10-06,7969.4349999999995
478,2019-10-05,8098.195
479,2019-10-04,8118.705
480,2019-10-03,8226.5
481,2019-10-02,8262.565
482,2019-10-01,8336.525
483,2019-09-30,8023.63
484,2019-09-29,8059.565
485,2019-09-28,8158.045
486,2019-09-27,8058.575
487,2019-09-26,8107.995
488,2019-09-25,8472.82
489,2019-09-24,8797.494999999999
490,2019-09-23,9832.880000000001
491,2019-09-22,9971.485
492,2019-09-21,10038.35
493,2019-09-20,10171.195
494,2019-09-19,9989.0
495,2019-09-18,10179.01
496,2019-09-17,10201.505000000001
497,2019-09-16,10216.5
498,2019-09-15,10306.075
499,2019-09-14,10321.16
500,2019-09-13,10296.0
501,2019-09-12,10244.404999999999
502,2019-09-11,10086.5
503,2019-09-10,10168.994999999999
504,2019-09-09,10274.25
505,2019-09-08,10400.25
506,2019-09-07,10423.285
507,2019-09-06,10527.935000000001
508,2019-09-05,10675.0
509,2019-09-04,10584.445
510,2019-09-03,10522.5
511,2019-09-02,10081.25
512,2019-09-01,9675.0
513,2019-08-31,9552.630000000001
514,2019-08-30,9523.205
515,2019-08-29,9522.0
516,2019-08-28,9950.005000000001
517,2019-08-27,10221.08
518,2019-08-26,10370.965
519,2019-08-25,10119.985
520,2019-08-24,10154.71
521,2019-08-23,10232.395
522,2019-08-22,10002.0
523,2019-08-21,10331.064999999999
524,2019-08-20,10754.98
525,2019-08-19,10594.3
526,2019-08-18,10290.0
527,2019-08-17,10232.57
528,2019-08-16,10143.015
529,2019-08-15,10185.5
530,2019-08-14,10412.79
531,2019-08-13,11122.305
532,2019-08-12,11406.605
533,2019-08-11,11356.055
534,2019-08-10,11627.5
535,2019-08-09,11872.84
536,2019-08-08,11790.5
537,2019-08-07,11762.005000000001
538,2019-08-06,11778.7
539,2019-08-05,11432.66
540,2019-08-04,10796.0
541,2019-08-03,10701.35
542,2019-08-02,10475.675
543,2019-08-01,10165.66
544,2019-07-31,9832.4
545,2019-07-30,9558.14
546,2019-07-29,9562.0
547,2019-07-28,9379.994999999999
548,2019-07-27,9760.83
549,2019-07-26,9763.49
550,2019-07-25,9947.515
551,2019-07-24,9731.0
552,2019-07-23,10082.985
553,2019-07-22,10391.58
554,2019-07-21,10552.95
555,2019-07-20,10709.494999999999
556,2019-07-19,10445.775
557,2019-07-18,10020.0
558,2019-07-17,9508.5
559,2019-07-16,10189.005000000001
560,2019-07-15,10480.0
561,2019-07-14,10777.5
562,2019-07-13,11314.99
563,2019-07-12,11479.0
564,2019-07-11,11555.865
565,2019-07-10,12358.04
566,2019-07-09,12431.365
567,2019-07-08,11779.015
568,2019-07-07,11316.185000000001
569,2019-07-06,11314.755000000001
570,2019-07-05,11101.635
571,2019-07-04,11527.5
572,2019-07-03,11416.465
573,2019-07-02,10332.875
574,2019-07-01,10656.14
575,2019-06-30,11473.015
576,2019-06-29,11958.28
577,2019-06-28,11731.439999999999
578,2019-06-27,12001.57
579,2019-06-26,12855.5
580,2019-06-25,11438.0
581,2019-06-24,10882.215
582,2019-06-23,10973.91
583,2019-06-22,10540.86
584,2019-06-21,9846.525
585,2019-06-20,9382.6
586,2019-06-19,9132.0
587,2019-06-18,9143.18
588,2019-06-17,9197.0
589,2019-06-16,9046.5
590,2019-06-15,8716.31
591,2019-06-14,8414.365
592,2019-06-13,8159.924999999999
593,2019-06-12,7994.495
594,2019-06-11,7851.115
595,2019-06-10,7765.5
596,2019-06-09,7720.83
597,2019-06-08,7897.825
598,2019-06-07,7918.745
599,2019-06-06,7656.355
600,2019-06-05,7734.74
601,2019-06-04,7798.34
602,2019-06-03,8440.875
603,2019-06-02,8669.39
604,2019-06-01,8534.18
605,2019-05-31,8351.25
606,2019-05-30,8539.630000000001
607,2019-05-29,8578.3
608,2019-05-28,8654.56
609,2019-05-27,8748.66
610,2019-05-26,8286.71
611,2019-05-25,8000.07
612,2019-05-24,7948.0
613,2019-05-23,7700.99
614,2019-05-22,7740.5
615,2019-05-21,7906.66
616,2019-05-20,7854.514999999999
617,2019-05-19,7759.085
618,2019-05-18,7307.305
619,2019-05-17,7419.0
620,2019-05-16,8012.5
621,2019-05-15,8049.5
622,2019-05-14,7982.780000000001
623,2019-05-13,7485.0
624,2019-05-12,7135.889999999999
625,2019-05-11,6858.42
626,2019-05-10,6320.46
627,2019-05-09,6104.13
628,2019-05-08,5893.46
629,2019-05-07,5888.075
630,2019-05-06,5712.07
631,2019-05-05,5767.95
632,2019-05-04,5743.725
633,2019-05-03,5660.785
634,2019-05-02,5454.0
635,2019-05-01,5359.1
636,2019-04-30,5266.065
637,2019-04-29,5255.4
638,2019-04-28,5299.74
639,2019-04-27,5300.085
640,2019-04-26,5335.8099999999995
641,2019-04-25,5296.92
642,2019-04-24,5457.775
643,2019-04-23,5466.205
644,2019-04-22,5304.175
645,2019-04-21,5239.675
646,2019-04-20,5281.76
647,2019-04-19,5247.5
648,2019-04-18,5242.9
649,2019-04-17,5188.6
650,2019-04-16,5100.83
651,2019-04-15,5058.6900000000005
652,2019-04-14,5076.495
653,2019-04-13,5051.5
654,2019-04-12,4970.9
655,2019-04-11,5129.835
656,2019-04-10,5278.5
657,2019-04-09,5157.54
658,2019-04-08,5172.0
659,2019-04-07,5130.0
660,2019-04-06,5066.795
661,2019-04-05,4954.42
662,2019-04-04,4908.04
663,2019-04-03,5014.255
664,2019-04-02,4519.264999999999
665,2019-04-01,4112.85
666,2019-03-31,4099.345
667,2019-03-30,4096.0
668,2019-03-29,4073.87
669,2019-03-28,4020.85
670,2019-03-27,3992.075
671,2019-03-26,3926.49
672,2019-03-25,3944.005
673,2019-03-24,3978.01
674,2019-03-23,3998.42
675,2019-03-22,3988.125
676,2019-03-21,3974.665
677,2019-03-20,4015.25
678,2019-03-19,4000.5
679,2019-03-18,3995.165
680,2019-03-17,3981.005
681,2019-03-16,3989.48
682,2019-03-15,3905.71
683,2019-03-14,3865.215
684,2019-03-13,3866.7799999999997
685,2019-03-12,3865.63
686,2019-03-11,3883.49
687,2019-03-10,3912.56
688,2019-03-09,3913.25
689,2019-03-08,3866.0
690,2019-03-07,3872.9
691,2019-03-06,3860.045
692,2019-03-05,3790.325
693,2019-03-04,3750.3450000000003
694,2019-03-03,3808.16
695,2019-03-02,3806.7799999999997
696,2019-03-01,3835.005
697,2019-02-28,3825.935
698,2019-02-27,3758.01
699,2019-02-26,3809.255
700,2019-02-25,3806.33
701,2019-02-24,3955.33
702,2019-02-23,4047.585
703,2019-02-22,3957.325
704,2019-02-21,3958.755
705,2019-02-20,3928.8199999999997
706,2019-02-19,3925.26
707,2019-02-18,3790.0
708,2019-02-17,3652.255
709,2019-02-16,3623.055
710,2019-02-15,3613.34
711,2019-02-14,3597.255
712,2019-02-13,3630.875
713,2019-02-12,3624.9700000000003
714,2019-02-11,3650.215
715,2019-02-10,3647.375
716,2019-02-09,3652.575
717,2019-02-08,3553.34
718,2019-02-07,3408.225
719,2019-02-06,3431.3599999999997
720,2019-02-05,3463.7
721,2019-02-04,3459.0950000000003
722,2019-02-03,3468.545
723,2019-02-02,3483.3450000000003
724,2019-02-01,3444.6
725,2019-01-31,3454.0
726,2019-01-30,3432.55
727,2019-01-29,3396.685
728,2019-01-28,3469.01
729,2019-01-27,3532.5
730,2019-01-26,3603.9700000000003
731,2019-01-25,3554.83
732,2019-01-24,3559.1099999999997
733,2019-01-23,3561.24
734,2019-01-22,3521.675
735,2019-01-21,3517.505
736,2019-01-20,3584.365
737,2019-01-19,3657.115
738,2019-01-18,3592.875
739,2019-01-17,3582.545
740,2019-01-16,3594.255
741,2019-01-15,3582.52
742,2019-01-14,3569.4449999999997
743,2019-01-13,3526.2
744,2019-01-12,3574.0950000000003
745,2019-01-11,3561.5
746,2019-01-10,3768.005
747,2019-01-09,3968.425
748,2019-01-08,3986.4
749,2019-01-07,3969.715
750,2019-01-06,3883.855
751,2019-01-05,3795.995
752,2019-01-04,3763.605
753,2019-01-03,3796.37
754,2019-01-02,3816.295
755,2019-01-01,3726.08
756,2018-12-31,3720.165
757,2018-12-30,3780.7
758,2018-12-29,3781.0
759,2018-12-28,3713.645
760,2018-12-27,3674.49
761,2018-12-26,3746.9449999999997
762,2018-12-25,3833.205
763,2018-12-24,4061.415
764,2018-12-23,3945.7650000000003
765,2018-12-22,3882.0
766,2018-12-21,3951.995
767,2018-12-20,3877.5
768,2018-12-19,3767.6400000000003
769,2018-12-18,3551.5299999999997
770,2018-12-17,3400.5
771,2018-12-16,3240.0
772,2018-12-15,3216.38
773,2018-12-14,3256.1949999999997
774,2018-12-13,3357.75
775,2018-12-12,3421.0
776,2018-12-11,3402.16
777,2018-12-10,3490.0550000000003
778,2018-12-09,3526.02
779,2018-12-08,3358.5
780,2018-12-07,3387.295
781,2018-12-06,3699.995
782,2018-12-05,3857.5
783,2018-12-04,3933.0
784,2018-12-03,4003.0
785,2018-12-02,4208.014999999999
786,2018-12-01,4131.5
787,2018-11-30,4142.18
788,2018-11-29,4288.014999999999
789,2018-11-28,4134.37
790,2018-11-27,3814.56
791,2018-11-26,3953.5
792,2018-11-25,3942.83
793,2018-11-24,4175.845
794,2018-11-23,4353.469999999999
795,2018-11-22,4528.385
796,2018-11-21,4600.525
797,2018-11-20,4687.12
798,2018-11-19,5259.5
799,2018-11-18,5677.585
800,2018-11-17,5611.015
801,2018-11-16,5666.07
802,2018-11-15,5671.48
803,2018-11-14,6069.855
804,2018-11-13,6444.575
805,2018-11-12,6459.0
806,2018-11-11,6408.57
807,2018-11-10,6443.275
808,2018-11-09,6451.27
809,2018-11-08,6531.110000000001
810,2018-11-07,6562.075
811,2018-11-06,6488.245000000001
812,2018-11-05,6467.705
813,2018-11-04,6442.0
814,2018-11-03,6392.485000000001
815,2018-11-02,6424.27
816,2018-11-01,6395.655
817,2018-10-31,6336.51
818,2018-10-30,6356.005
819,2018-10-29,6410.005
820,2018-10-28,6483.585
821,2018-10-27,6510.695
822,2018-10-26,6557.505
823,2018-10-25,6538.945
824,2018-10-24,6588.764999999999
825,2018-10-23,6555.225
826,2018-10-22,6587.135
827,2018-10-21,6621.95
828,2018-10-20,6561.6
829,2018-10-19,6585.57
830,2018-10-18,6681.5
831,2018-10-17,6743.5650000000005
832,2018-10-16,6785.0
833,2018-10-15,6990.0
834,2018-10-14,6362.0
835,2018-10-13,6315.035
836,2018-10-12,6284.5
837,2018-10-11,6419.46
838,2018-10-10,6594.975
839,2018-10-09,6646.1900000000005
840,2018-10-08,6651.3
841,2018-10-07,6582.5
842,2018-10-06,6608.885
843,2018-10-05,6620.04
844,2018-10-04,6574.275
845,2018-10-03,6489.5
846,2018-10-02,6567.0
847,2018-10-01,6588.545
848,2018-09-30,6597.5
849,2018-09-29,6550.285
850,2018-09-28,6677.84
851,2018-09-27,6592.0
852,2018-09-26,6468.844999999999
853,2018-09-25,6454.515
854,2018-09-24,6643.5
855,2018-09-23,6724.99
856,2018-09-22,6733.014999999999
857,2018-09-21,6637.93
858,2018-09-20,6432.5
859,2018-09-19,6320.35
860,2018-09-18,6307.49
861,2018-09-17,6367.42
862,2018-09-16,6447.3099999999995
863,2018-09-15,6515.79
864,2018-09-14,6485.305
865,2018-09-13,6436.2
866,2018-09-12,6276.1849999999995
867,2018-09-11,6286.84
868,2018-09-10,6297.49
869,2018-09-09,6291.264999999999
870,2018-09-08,6294.5
871,2018-09-07,6432.0
872,2018-09-06,6495.0
873,2018-09-05,7039.65
874,2018-09-04,7318.585
875,2018-09-03,7264.955
876,2018-09-02,7236.225
877,2018-09-01,7141.87
878,2018-08-31,6988.5
879,2018-08-30,6924.22
880,2018-08-29,7023.075000000001
881,2018-08-28,6997.5
882,2018-08-27,6793.505
883,2018-08-26,6671.635
884,2018-08-25,6719.805
885,2018-08-24,6582.75
886,2018-08-23,6459.635
887,2018-08-22,6566.87
888,2018-08-21,6367.54
889,2018-08-20,6375.0
890,2018-08-19,6420.5
891,2018-08-18,6454.0
892,2018-08-17,6435.2
893,2018-08-16,6342.8
894,2018-08-15,6390.555
895,2018-08-14,6065.165
896,2018-08-13,6345.02
897,2018-08-12,6301.15
898,2018-08-11,6229.5
899,2018-08-10,6301.135
900,2018-08-09,6400.705
901,2018-08-08,6422.27
902,2018-08-07,6910.23
903,2018-08-06,6990.5
904,2018-08-05,6986.08
905,2018-08-04,7210.405000000001
906,2018-08-03,7411.219999999999
907,2018-08-02,7582.59
908,2018-08-01,7590.0
909,2018-07-31,7906.5
910,2018-07-30,8069.5
911,2018-07-29,8204.755000000001
912,2018-07-28,8156.77
913,2018-07-27,8045.0
914,2018-07-26,8082.875
915,2018-07-25,8270.885
916,2018-07-24,8091.0
917,2018-07-23,7604.0
918,2018-07-22,7458.95
919,2018-07-21,7334.735000000001
920,2018-07-20,7486.5
921,2018-07-19,7423.139999999999
922,2018-07-18,7406.73
923,2018-07-17,7060.514999999999
924,2018-07-16,6538.85
925,2018-07-15,6310.2
926,2018-07-14,6256.5
927,2018-07-13,6230.0
928,2018-07-12,6225.139999999999
929,2018-07-11,6342.495
930,2018-07-10,6472.0
931,2018-07-09,6707.15
932,2018-07-08,6723.719999999999
933,2018-07-07,6663.52
934,2018-07-06,6536.77
935,2018-07-05,6582.665
936,2018-07-04,6613.014999999999
937,2018-07-03,6571.18
938,2018-07-02,6478.3099999999995
939,2018-07-01,6346.030000000001
940,2018-06-30,6357.51
941,2018-06-29,6040.0
942,2018-06-28,6000.005
943,2018-06-27,6080.715
944,2018-06-26,6153.77
945,2018-06-25,6205.985000000001
946,2018-06-24,6004.9
947,2018-06-23,6134.24
948,2018-06-22,6326.455
949,2018-06-21,6733.785
950,2018-06-20,6684.52
951,2018-06-19,6747.37
952,2018-06-18,6587.1900000000005
953,2018-06-17,6505.514999999999
954,2018-06-16,6440.43
955,2018-06-15,6514.485000000001
956,2018-06-14,6490.0
957,2018-06-13,6373.14
958,2018-06-12,6662.755
959,2018-06-11,6766.0
960,2018-06-10,7057.27
961,2018-06-09,7566.99
962,2018-06-08,7617.25
