date,open_price,close_price
2018-05-19,8211.51,8311.28
2018-05-20,8307.66,8375.0
2018-05-21,8513.66,8412.0
2018-05-22,8251.98,8229.91
2018-05-23,7821.28,7707.24
2018-05-24,7333.67,7565.7
2018-05-25,7458.53,7502.35
2018-05-26,7547.43,7539.52
2018-05-27,7319.88,7339.71
2018-05-28,7228.6,7224.86
2018-05-29,7110.0,7424.9
2018-05-30,7472.5,7336.0
2018-05-31,7550.0,7557.65
2018-06-01,7552.8,7440.24
2018-06-02,7642.5,7618.81
2018-06-03,7736.72,7725.5
2018-06-04,7591.0,7499.01
2018-06-05,7439.8,7579.97
2018-06-06,7609.97,7655.0
2018-06-07,7688.93,7685.01
2018-06-08,7634.81,7630.06
2018-06-09,7639.19,7612.99
2018-06-10,7241.0,7239.06
2018-06-11,6790.24,6710.7
2018-06-12,6847.74,6759.99
2018-06-13,6512.54,6372.34
2018-06-14,6491.63,6340.05
2018-06-15,6566.0,6547.31
2018-06-16,6454.66,6368.01
2018-06-17,6518.19,6517.54
2018-06-18,6462.97,6455.0
2018-06-19,6705.86,6743.0
2018-06-20,6649.8,6749.49
2018-06-21,6729.99,6716.32
2018-06-22,6392.7,6159.99
2018-06-23,6100.5,6113.63
2018-06-24,5881.66,5779.74
2018-06-25,6165.0,6287.3
2018-06-26,6221.78,6185.0
2018-06-27,6077.62,6101.95
2018-06-28,6099.7,6098.01
2018-06-29,5904.2,5902.85
2018-06-30,6390.37,6375.93
2018-07-01,6376.44,6319.87
2018-07-02,6315.31,6610.99
2018-07-03,6625.04,6584.82
2018-07-04,6500.17,6683.99
2018-07-05,6607.46,6612.02
2018-07-06,6504.48,6565.73
2018-07-07,6580.0,6558.69
2018-07-08,6731.86,6737.86
2018-07-09,6679.64,6720.0
2018-07-10,6549.67,6384.13
2018-07-11,6350.87,6359.39
2018-07-12,6180.47,6167.01
2018-07-13,6240.01,6259.72
2018-07-14,6195.25,6244.7
2018-07-15,6314.0,6367.05
2018-07-16,6509.24,6629.52
2018-07-17,6709.42,6775.24
2018-07-18,7365.21,7423.19
2018-07-19,7334.51,7377.86
2018-07-20,7457.04,7459.84
2018-07-21,7328.9,7406.39
2018-07-22,7435.38,7523.0
2018-07-23,7651.16,7726.63
2018-07-24,7982.06,8176.38
2018-07-25,8238.99,8098.88
2018-07-26,8275.0,8200.0
2018-07-27,7960.84,8143.47
2018-07-28,8169.85,8108.16
2018-07-29,8149.61,8223.3
2018-07-30,8149.0,8114.83
2018-07-31,8007.58,7745.0
2018-08-01,7599.41,7595.21
2018-08-02,7632.65,7517.49
2018-08-03,7336.04,7474.46
2018-08-04,7453.94,6978.03
2018-08-05,6989.63,6997.9
2018-08-06,6989.78,6966.48
2018-08-07,7063.04,7115.32
2018-08-08,6502.0,6479.75
2018-08-09,6335.64,6440.0
2018-08-10,6341.65,6452.57
2018-08-11,6140.15,6115.95
2018-08-12,6325.98,6323.08
2018-08-13,6479.62,6292.05
2018-08-14,6036.46,6043.13
2018-08-15,6363.52,6442.66
2018-08-16,6391.88,6409.11
2018-08-17,6481.3,6477.33
2018-08-18,6506.46,6353.06
2018-08-19,6385.32,6400.01
2018-08-20,6410.0,6439.67
2018-08-21,6427.81,6422.5
2018-08-22,6672.93,6444.84
2018-08-23,6663.405000000002,6503.43
2018-08-24,6653.88,6562.02
2018-08-25,6644.355,6620.6100000000015
2018-08-26,6634.83,6679.2
2018-08-27,6693.39,6740.0
2018-08-28,6914.91,7043.71
2018-08-29,7065.99,6971.71
2018-08-30,6925.97,6854.75
2018-08-31,6946.18,6955.43
2018-09-01,7051.59,7172.99
2018-09-02,7298.3,7217.04
2018-09-03,7200.01,7274.45
2018-09-04,7267.33,7358.78
2018-09-05,7355.96,6983.56
2018-09-06,6398.61,6410.03
2018-09-07,6443.75,6378.82
2018-09-08,6445.12,6434.14
2018-09-09,6241.05,6379.8
2018-09-10,6287.5,6290.62
2018-09-11,6327.15,6250.0
2018-09-12,6243.74,6262.61
2018-09-13,6418.36,6480.22
2018-09-14,6447.89,6478.17
2018-09-15,6517.47,6535.89
2018-09-16,6485.26,6473.02
2018-09-17,6483.21,6259.69
2018-09-18,6240.0,6359.52
2018-09-19,6318.14,6322.65
2018-09-20,6383.81,6412.14
2018-09-21,6688.98,6685.76
2018-09-22,6672.85,6679.31
2018-09-23,6746.71,6694.99
2018-09-24,6603.93,6601.74
2018-09-25,6392.76,6398.01
2018-09-26,6430.99,6523.53
2018-09-27,6466.28,6481.27
2018-09-28,6576.1,6646.99
2018-09-29,6544.05,6566.26
2018-09-30,6568.83,6589.26
2018-10-01,6593.17,6546.31
2018-10-02,6562.0,6527.56
2018-10-03,6423.02,6465.0
2018-10-04,6546.62,6540.0
2018-10-05,6529.49,6546.53
2018-10-06,6565.2,6550.0
2018-10-07,6520.51,6538.98
2018-10-08,6546.0,6614.73
2018-10-09,6585.82,6569.98
2018-10-10,6498.29,6494.0
2018-10-11,6197.59,6197.16
2018-10-12,6203.12,6224.63
2018-10-13,6205.0,6207.99
2018-10-14,6223.6,6238.53
2018-10-15,6385.44,6385.0
2018-10-16,6425.0,6434.98
2018-10-17,6429.57,6439.96
2018-10-18,6434.0,6438.61
2018-10-19,6374.78,6380.73
2018-10-20,6406.89,6395.89
2018-10-21,6435.72,6445.0
2018-10-22,6390.23,6391.99
2018-10-23,6375.19,6383.66
2018-10-24,6419.05,6412.8
2018-10-25,6387.0,6392.01
2018-10-26,6415.41,6394.93
2018-10-27,6408.42,6393.53
2018-10-28,6404.08,6396.89
2018-10-29,6377.92,6278.72
2018-10-30,6245.75,6262.87
2018-10-31,6246.88,6326.88
2018-11-01,6307.33,6297.2
2018-11-02,6341.82,6356.97
2018-11-03,6325.53,6329.28
2018-11-04,6340.45,6430.0
2018-11-05,6394.14,6406.03
2018-11-06,6402.78,6425.0
2018-11-07,6500.6,6496.26
2018-11-08,6445.89,6454.31
2018-11-09,6386.3,6343.4
2018-11-10,6357.76,6363.98
2018-11-11,6360.0,6309.98
2018-11-12,6355.0,6353.12
2018-11-13,6283.52,6285.5
2018-11-14,6273.59,6063.26
2018-11-15,5564.55,5461.89
2018-11-16,5469.765217391305,5370.315217391305
2018-11-17,5374.980434782609,5278.74043478261
2018-11-18,5280.195652173914,5187.165652173914
2018-11-19,5185.410869565218,5095.590869565219
2018-11-20,5090.626086956523,5004.0160869565225
2018-11-21,4995.841304347828,4912.441304347828
2018-11-22,4901.056521739132,4820.8665217391335
2018-11-23,4806.271739130437,4729.291739130437
2018-11-24,4711.4869565217405,4637.716956521742
2018-11-25,4616.702173913046,4546.1421739130465
2018-11-26,4521.917391304351,4454.56739130435
2018-11-27,4427.132608695654,4362.992608695655
2018-11-28,4332.347826086959,4271.417826086959
2018-11-29,4237.563043478263,4179.843043478261
2018-11-30,4142.778260869567,4088.268260869567
2018-12-01,4047.993478260871,3996.693478260871
2018-12-02,3953.2086956521753,3905.118695652175
2018-12-03,3858.4239130434803,3813.543913043479
2018-12-04,3763.639130434784,3721.9691304347825
2018-12-05,3668.854347826088,3630.394347826087
2018-12-06,3574.0695652173918,3538.8195652173913
2018-12-07,3479.2847826086963,3447.2447826086955
2018-12-08,3384.5,3355.67
2018-12-09,3412.4,3560.3
2018-12-10,3461.58,3410.83
2018-12-11,3393.79,3324.95
2018-12-12,3383.39,3447.95
2018-12-13,3388.06,3396.62
2018-12-14,3256.56,3226.66
2018-12-15,3155.95,3141.73
2018-12-16,3214.61,3208.13
2018-12-17,3238.01,3397.01
2018-12-18,3443.98,3510.84
2018-12-19,3757.66,3772.19
2018-12-20,4044.41,4020.6
2018-12-21,4002.04,3970.02
2018-12-22,3861.63,3829.08
2018-12-23,3999.99,3932.08
2018-12-24,4195.11,4055.91
2018-12-25,3772.52,3722.88
2018-12-26,3754.32,3729.98
2018-12-27,3748.72,3739.56
2018-12-28,3607.38,3825.14
2018-12-29,3883.18,3870.0
2018-12-30,3845.37,3794.71
2018-12-31,3782.85,3766.0
2019-01-01,3708.35,3679.96
2019-01-02,3795.77,3817.93
2019-01-03,3829.38,3840.37
2019-01-04,3790.24,3750.95
2019-01-05,3827.2,3825.08
2019-01-06,3799.2,3826.77
2019-01-07,4001.39,4011.11
2019-01-08,3994.49,4033.52
2019-01-09,4024.86,3990.0
2019-01-10,3788.0,3781.46
2019-01-11,3648.14,3636.55
2019-01-12,3619.94,3628.63
2019-01-13,3608.67,3613.09
2019-01-14,3538.55,3669.66
2019-01-15,3651.38,3637.4966666666655
2019-01-16,3610.0,3612.85
2019-01-17,3588.24,3614.7
2019-01-18,3627.6,3626.43
2019-01-19,3625.0,3705.77
2019-01-20,3691.43,3521.38
2019-01-21,3529.5,3539.9
2019-01-22,3519.45,3583.09
2019-01-23,3569.51,3552.75
2019-01-24,3539.76,3557.33
2019-01-25,3552.23,3565.12
2019-01-26,3604.98,3552.73
2019-01-27,3548.7,3537.27
2019-01-28,3422.16,3416.08
2019-01-29,3387.0,3403.01
2019-01-30,3410.0,3442.72
2019-01-31,3410.87,3411.45
2019-02-01,3396.1,3430.69
2019-02-02,3425.15,3426.255
2019-02-03,3420.4,3421.82
2019-02-04,3413.32,3411.69
2019-02-05,3417.04,3420.39
2019-02-06,3369.69,3371.5
2019-02-07,3375.94,3364.7
2019-02-08,3387.36,3454.76
2019-02-09,3626.26,3605.77
2019-02-10,3604.5,3596.0
2019-02-11,3593.89,3599.69
2019-02-12,3564.32,3573.25
2019-02-13,3580.86,3565.01
2019-02-14,3569.36,3567.47
2019-02-15,3579.5550000000007,3582.345
2019-02-16,3589.75,3597.22
2019-02-17,3598.41,3569.8
2019-02-18,3705.54,3805.33
2019-02-19,3883.36,3957.17
2019-02-20,3905.0,3910.0
2019-02-21,3917.33,3894.56
2019-02-22,3920.31,3931.33
2019-02-23,3915.84,3925.27
2019-02-24,4134.26,3778.31
2019-02-25,3776.09,3793.08
2019-02-26,3783.0,3809.41
2019-02-27,3809.31,3797.64
2019-02-28,3824.0,3844.27
2019-03-01,3815.78,3815.8
2019-03-02,3802.33,3801.1
2019-03-03,3805.78,3789.59
2019-03-04,3716.0,3701.83
2019-03-05,3721.68,3824.98
2019-03-06,3840.61,3850.0
2019-03-07,3840.87,3865.0
2019-03-08,3860.0,3886.66
2019-03-09,3897.14,3925.0
2019-03-10,3890.31,3889.93
2019-03-11,3867.85,3835.04
2019-03-12,3856.63,3848.06
2019-03-13,3853.18,3850.54
2019-03-14,3850.27,3855.95
2019-03-15,3853.09,3902.37
2019-03-16,4002.2,3976.26
2019-03-17,3954.57,3971.75
2019-03-18,3959.25,3966.84
2019-03-19,3962.68,3980.72
2019-03-20,3988.01,4000.0
2019-03-21,4028.0,3964.81
2019-03-22,4009.105,3970.83
2019-03-23,3990.21,3976.85
2019-03-24,3968.0,3970.51
2019-03-25,3972.0,3950.0
2019-03-26,3906.59,3916.36
2019-03-27,3984.96,4011.98
2019-03-28,4008.07,4017.3
2019-03-29,4045.035,4043.44
2019-03-30,4082.0,4069.58
2019-03-31,4087.65,4088.23
2019-04-01,4120.33,4137.89
2019-04-02,4787.99,4749.38
2019-04-03,4949.88,5012.75
2019-04-04,5020.33,5005.62
2019-04-05,4951.15,4992.2
2019-04-06,4975.0,5119.63
2019-04-07,5153.6,5119.34
2019-04-08,5241.16,5235.27
2019-04-09,5211.3,5210.03
2019-04-10,5261.7,5280.0
2019-04-11,5181.67,5040.0
2019-04-12,5127.02,5065.165
2019-04-13,5072.37,5090.33
2019-04-14,5059.85,5078.62
2019-04-15,5150.83,5157.48
2019-04-16,5075.7,5083.62
2019-04-17,5206.55,5207.91
2019-04-18,5248.52,5253.23
2019-04-19,5255.97,5282.01
2019-04-20,5329.39,5317.22
2019-04-21,5285.05,5285.0
2019-04-22,5285.97,5310.06
2019-04-23,5544.85,5565.94
2019-04-24,5484.03,5460.97
2019-04-25,5407.1,5459.68
2019-04-26,5281.675,5136.17
2019-04-27,5156.25,5160.02
2019-04-28,5186.73,5195.45
2019-04-29,5165.55,5140.54
2019-04-30,5142.69,5258.94
2019-05-01,5297.04,5297.5
2019-05-02,5347.01,5407.0
2019-05-03,5707.81,5714.0
2019-05-04,5739.07,5553.23
2019-05-05,5722.0,5713.05
2019-05-06,5629.55,5655.57
2019-05-07,5889.14,5864.81
2019-05-08,5813.2,5890.68
2019-05-09,6047.16,5993.14
2019-05-10,6394.77,6468.405000000002
2019-05-11,6742.38,6943.67
2019-05-12,7505.55,6862.06
2019-05-13,7063.95,7835.41
2019-05-14,8111.86,7938.18
2019-05-15,7977.85,8021.32
2019-05-16,8035.8,8024.22
2019-05-17,7271.19,7090.0
2019-05-18,7252.7,7358.13
2019-05-19,7965.51,7996.52
2019-05-20,7879.46,7838.94
2019-05-21,7992.27,7930.92
2019-05-22,7940.68,7982.02
2019-05-23,7520.45,7777.28
2019-05-24,7966.01,8111.69
2019-05-25,8020.23,8069.21
2019-05-26,8025.97,8024.64
2019-05-27,8761.62,8857.38
2019-05-28,8731.86,8703.0
2019-05-29,8568.39,8701.01
2019-05-30,8691.85,8934.06
2019-05-31,8642.27,8736.965
2019-06-01,8592.69,8539.87
2019-06-02,8715.16,8709.82
2019-06-03,8473.36,8487.03
2019-06-04,7909.69,7933.5
2019-06-05,7801.49,7642.72
2019-06-06,7815.85,7707.37
2019-06-07,7960.6,7945.81
2019-06-08,7974.05,7951.26
2019-06-09,7920.35,7752.86
2019-06-10,7720.39,7945.35
2019-06-11,7945.19,7792.81
2019-06-12,7945.01,8194.98
2019-06-13,8106.165,8305.15
2019-06-14,8267.32,8415.32
2019-06-15,8690.15,8800.04
2019-06-16,9092.81,9236.52
2019-06-17,9187.91,9187.84
2019-06-18,9234.3,9085.0
2019-06-19,9140.0,9096.16
2019-06-20,9261.56,9386.16
2019-06-21,9730.32,9805.01
2019-06-22,10795.0,10812.45
2019-06-23,10589.89,10701.0
2019-06-24,10842.96,10918.44
2019-06-25,11284.21,11351.99
2019-06-26,12442.46,12830.1
2019-06-27,11344.6,11631.43
2019-06-28,11836.41,11899.96
2019-06-29,11716.72,11869.16
2019-06-30,11819.91,11051.31
2019-07-01,11019.955,10825.085
2019-07-02,10220.0,10598.86
2019-07-03,11038.48,11466.89
2019-07-04,11736.82,11771.11
2019-07-05,11166.36,11265.58
2019-07-06,11393.85,11632.9
2019-07-07,11188.81,11254.97
2019-07-08,11138.525555555556,11173.763333333332
2019-07-09,11088.241111111109,11092.556666666665
2019-07-10,11037.956666666667,11011.35
2019-07-11,10987.672222222223,10930.143333333332
2019-07-12,10937.387777777778,10848.936666666665
2019-07-13,10887.103333333333,10767.73
2019-07-14,10836.818888888887,10686.523333333333
2019-07-15,10786.534444444445,10605.316666666666
2019-07-16,10736.25,10524.11
2019-07-17,9442.94,9755.0
2019-07-18,9758.95,10475.96
2019-07-19,10350.0,10413.35
2019-07-20,10628.79,10667.76
2019-07-21,10717.3,10471.77
2019-07-22,10478.38,10233.57
2019-07-23,9975.63,9939.13
2019-07-24,9731.8,9906.0
2019-07-25,9762.515,9853.65
2019-07-26,9793.23,9801.3
2019-07-27,10073.88,9429.8
2019-07-28,9499.11,9509.63
2019-07-29,9526.72,9514.89
2019-07-30,9494.05,9695.64
2019-07-31,9751.66,10057.66
2019-08-01,9941.73,10025.0
2019-08-02,10512.25,10617.66
2019-08-03,10756.01,10760.55
2019-08-04,10690.88,10980.01
2019-08-05,11719.47,11775.03
2019-08-06,12231.28,11702.27
2019-08-07,11551.67,11650.0
2019-08-08,11641.345,11686.52
2019-08-09,11731.02,11723.04
2019-08-10,11870.64,11388.95
2019-08-11,11205.73,11376.43
2019-08-12,11365.87,11374.99
2019-08-13,11291.8,10898.44
2019-08-14,10424.0,10471.16
2019-08-15,9875.27,10089.72
2019-08-16,10075.05,10382.62
2019-08-17,10442.82,10329.74
2019-08-18,10208.12,10396.93
2019-08-19,10706.69,10724.45
2019-08-20,10634.0,10728.23
2019-08-21,10149.11,9970.31
2019-08-22,10166.925,10189.805
2019-08-23,10184.74,10409.3
2019-08-24,9958.47,10000.01
2019-08-25,10140.59,10063.38
2019-08-26,10343.67,10325.62
2019-08-27,10147.35,10180.83
2019-08-28,10124.39,10238.78
2019-08-29,9470.0,9500.0
2019-08-30,9551.14,9589.13
2019-08-31,9578.02,9602.2
2019-09-01,9586.29,9630.32
2019-09-02,9784.88,9904.87
2019-09-03,10348.77,10687.81
2019-09-04,10535.88,10417.86
2019-09-05,10486.116666666667,10440.09
2019-09-06,10436.353333333333,10462.32
2019-09-07,10386.59,10484.55
2019-09-08,10511.62,10410.01
2019-09-09,10250.27,10322.64
2019-09-10,10200.0,10166.22
2019-09-11,10008.63,9977.85
2019-09-12,10131.21,10332.07
2019-09-13,10324.3,10315.83
2019-09-14,10313.95,10378.62
2019-09-15,10300.71,10319.0
2019-09-16,10314.41,10111.76
2019-09-17,10142.71,10210.28
2019-09-18,10186.27,10171.6
2019-09-19,10163.265,10171.6
2019-09-20,10140.26,10171.6
2019-09-21,10049.46,10039.81
2019-09-22,9981.4,9993.51
2019-09-23,9940.94,9857.81
2019-09-24,9720.65,9506.16
2019-09-25,8353.73,8290.01
2019-09-26,8404.94,7915.6
2019-09-27,8042.54,7991.7
2019-09-28,8205.0,8091.3
2019-09-29,8117.66,7969.01
2019-09-30,7929.25,8293.33
2019-10-01,8322.86,8394.0
2019-10-02,8268.0,8249.43
2019-10-03,8197.880000000001,8204.505000000001
2019-10-04,8127.76,8159.58
2019-10-05,8114.34,8081.16
2019-10-06,7945.01,8022.6
2019-10-07,7894.96,8197.46
2019-10-08,8170.74,8192.09
2019-10-09,8198.35,8574.49
2019-10-10,8574.04,8558.51
2019-10-11,8368.54,8351.44
2019-10-12,8357.03,8399.0
2019-10-13,8352.69,8423.07
2019-10-14,8310.55,8260.46
2019-10-15,8293.41,8329.35
2019-10-16,8128.93,7949.67
2019-10-17,8031.22,8081.0
2019-10-18,7913.87,7918.66
2019-10-19,7962.46,7991.86
2019-10-20,7954.79,8032.74
2019-10-21,8210.73,8188.9
2019-10-22,8285.45,8219.55
2019-10-23,7994.05,7433.42
2019-10-24,7730.145,7861.62
2019-10-25,7466.24,8289.82
2019-10-26,9137.25,9201.12
2019-10-27,9262.77,9555.0
2019-10-28,9402.23,9405.0
2019-10-29,9382.86,9363.0
2019-10-30,9231.75,9100.19
2019-10-31,9076.06,9235.87
2019-11-01,9131.34,9100.39
2019-11-02,9236.89,9335.97
2019-11-03,9245.01,9183.8
2019-11-04,9169.99,9307.65
2019-11-05,9291.42,9378.01
2019-11-06,9382.86,9340.49
2019-11-07,9245.0,9177.98
2019-11-08,8984.7,8796.62
2019-11-09,8831.52,8801.4
2019-11-10,8832.53,8804.87
2019-11-11,8630.95,8701.87
2019-11-12,8685.475,8717.495
2019-11-13,8740.0,8733.12
2019-11-14,8603.2,8613.19
2019-11-15,8638.36,8466.75
2019-11-16,8506.25,8487.03
2019-11-17,8514.0,8530.02
2019-11-18,8456.36,8394.16
2019-11-19,8129.71,8093.07
2019-11-20,8065.0,8114.16
2019-11-21,7742.68,7619.59
2019-11-22,7420.36,7125.02
2019-11-23,7130.93,7304.63
2019-11-24,7186.06,6985.11
2019-11-25,6735.07,7256.46
2019-11-26,7130.96,7100.19
2019-11-27,6894.35,7321.93
2019-11-28,7489.56,7616.09
2019-11-29,7565.21,7817.38
2019-11-30,7746.95,7548.36
2019-12-01,7292.8,7294.18
2019-12-02,7277.65,7310.45
2019-12-03,7301.24,7341.23
2019-12-04,7181.16,7472.2
2019-12-05,7326.87,7342.39
2019-12-06,7342.13,7375.38
2019-12-07,7506.14,7523.61
2019-12-08,7482.56,7560.59
2019-12-09,7474.71,7428.17
2019-12-10,7318.42,7236.0
2019-12-11,7231.54,7172.1
2019-12-12,7218.295,7210.700000000002
2019-12-13,7205.05,7249.3
2019-12-14,7190.25,7053.25
2019-12-15,7136.0,7110.66
2019-12-16,7057.82,7075.24
2019-12-17,6875.25,6690.01
2019-12-18,6637.51,6824.33
2019-12-19,6886.7350000000015,6988.315000000001
2019-12-20,7135.96,7152.3
2019-12-21,7136.12,7141.39
2019-12-22,7166.19,7189.81
2019-12-23,7511.59,7585.82
2019-12-24,7349.01,7265.24
2019-12-25,7233.83,7179.92
2019-12-26,7215.09,7225.81
2019-12-27,7166.8,7215.15
2019-12-28,7293.49,7294.6
2019-12-29,7297.99,7378.18
2019-12-30,7352.96,7235.05
2019-12-31,7212.61,7175.76
2020-01-01,7172.45,7211.26
2020-01-02,7112.96,7113.11
2020-01-03,7299.0,7311.02
2020-01-04,7335.0,7304.97
2020-01-05,7430.81,7458.77
2020-01-06,7515.63,7517.17
2020-01-07,7874.73,7761.78
2020-01-08,8310.11,8300.74
2020-01-09,8023.88,8181.735
2020-01-10,7737.65,8062.73
2020-01-11,8112.47,8093.89
2020-01-12,8144.01,8151.0
2020-01-13,8100.01,8072.96
2020-01-14,8541.52,8689.03
2020-01-15,8638.37,8747.27
2020-01-16,8600.01,8696.27
2020-01-17,8959.4,8842.75
2020-01-18,8867.14,8887.8
2020-01-19,9100.87,8627.06
2020-01-20,8636.02,8659.83
2020-01-21,8630.01,8630.0
2020-01-22,8646.3,8635.27
2020-01-23,8463.17,8567.635
2020-01-24,8280.04,8500.0
2020-01-25,8337.94,8322.74
2020-01-26,8377.21,8426.13
2020-01-27,8616.15,8757.19
2020-01-28,8992.33,9015.0
2020-01-29,9335.12,9274.49
2020-01-30,9313.98,9363.3
2020-01-31,9371.72,9315.94
2020-02-01,9373.77,9319.39
2020-02-02,9354.77,9455.62
2020-02-03,9339.28,9263.22
2020-02-04,9176.85,9176.47
2020-02-05,9234.99,9477.16
2020-02-06,9502.2,9629.845
2020-02-07,9769.41,9782.53
2020-02-08,9781.36,9847.09
2020-02-09,10106.93,10107.83
2020-02-10,9798.0,9867.19
2020-02-11,9796.48,10209.12
2020-02-12,10268.05,10350.0
2020-02-13,10160.15,10253.91
2020-02-14,10189.11,10262.68
2020-02-15,10246.7,9978.22
2020-02-16,9985.64,9870.08
2020-02-17,9805.52,9651.49
2020-02-18,9697.63,9858.64
2020-02-19,10159.51,10132.3
2020-02-20,9902.255,9934.23
2020-02-21,9645.0,9736.16
2020-02-22,9629.36,9649.91
2020-02-23,9936.93,9895.0
2020-02-24,9773.29,9707.95
2020-02-25,9597.38,9375.01
2020-02-26,9134.28,8987.69
2020-02-27,8820.2,8852.35
2020-02-28,8715.29,8710.95
2020-02-29,8713.75,8673.23
2020-03-01,8562.28,8548.33
2020-03-02,8670.49,8824.27
2020-03-03,8778.71,8752.61
2020-03-04,8790.0,8703.65
2020-03-05,9025.22,9099.4
2020-03-06,9119.8,9038.07
2020-03-07,9126.61,9133.19
2020-03-08,8755.07,8400.31
2020-03-09,7934.03,7742.41
2020-03-10,7901.99,7765.39
2020-03-11,7821.14,7778.54
2020-03-12,7364.81,6126.96
2020-03-13,5431.68,5236.95
2020-03-14,5317.53,5320.05
2020-03-15,5229.28,5308.37
2020-03-16,4848.53,5155.57
2020-03-17,5265.64,5399.98
2020-03-18,5222.07,5351.49
2020-03-19,5557.37,5930.68
2020-03-20,6613.2,6622.52
2020-03-21,5978.57,6224.24
2020-03-22,6272.98,6093.11
2020-03-23,5786.65,6247.44
2020-03-24,6755.71,6622.31
2020-03-25,6918.13,6651.15
2020-03-26,6807.965,6645.945
2020-03-27,6697.8,6640.74
2020-03-28,6275.33,6231.23
2020-03-29,6130.59,6136.74
2020-03-30,6289.41,6359.18
2020-03-31,6496.67,6469.77
2020-04-01,6313.27,6244.7
2020-04-02,6649.93,6810.09
2020-04-03,6913.64,6721.83
2020-04-04,6760.28,6738.6
2020-04-05,6816.79,6791.57
2020-04-06,7131.16,7153.28
2020-04-07,7356.81,7331.78
2020-04-08,7317.5,7283.45
2020-04-09,7113.805,7029.225
2020-04-10,6910.11,6775.0
2020-04-11,6862.98,6842.64
2020-04-12,6863.29,7035.37
2020-04-13,6704.43,6783.3
2020-04-14,6814.82,6925.55
2020-04-15,6849.1,6703.37
2020-04-16,7069.88,7063.73
2020-04-17,7107.41,7053.9
2020-04-18,7113.93,7249.24
2020-04-19,7150.95,7110.99
2020-04-20,7151.07,7086.74
2020-04-21,6840.0,6842.5
2020-04-22,6960.08,7126.9
2020-04-23,7286.03,7319.33
2020-04-24,7611.98,7511.76
2020-04-25,7547.58,7518.03
2020-04-26,7578.7,7551.66
2020-04-27,7704.98,7689.0
2020-04-28,7731.78,7723.94
2020-04-29,7970.41,8381.76
2020-04-30,8938.14,8785.51
2020-05-01,8790.04,8731.17
2020-05-02,8828.11,8944.95
2020-05-03,9070.6,8821.0
2020-05-04,8618.58,8853.33
2020-05-05,9052.05,8851.32
2020-05-06,9086.69,9283.92
2020-05-07,9305.33,9525.26
2020-05-08,9878.53,9956.32
2020-05-09,9699.49,9688.41
2020-05-10,8816.31,8655.63
2020-05-11,8584.72,8889.21
2020-05-12,8757.98,8875.08
2020-05-13,8905.79,9148.88
2020-05-14,9271.695,9311.21
2020-05-15,9637.6,9473.54
2020-05-16,9377.46,9369.48
2020-05-17,9491.18,9827.74
2020-05-18,9588.68,9661.03
2020-05-19,9774.71,9684.19
2020-05-20,9769.56,9403.92
2020-05-21,9396.32,9071.88
2020-05-22,9048.96,9220.05
2020-05-23,9189.76,9182.87
2020-05-24,9286.88,9054.01
2020-05-25,8853.34,8776.53
2020-05-26,8936.13,8716.72
2020-05-27,8917.72,9145.1
2020-05-28,9184.215,9277.165
2020-05-29,9450.71,9409.23
2020-05-30,9501.59,9538.98
2020-05-31,9558.6,9484.29
2020-06-01,9542.76,9544.43
2020-06-02,10112.92,9464.8
2020-06-03,9524.36,9560.12
2020-06-04,9561.07,9832.95
2020-06-05,9806.0,9719.87
2020-06-06,9669.69,9653.8
2020-06-07,9640.56,9495.29
2020-06-08,9735.04,9707.5
2020-06-09,9664.86,9729.04
2020-06-10,9722.17,9764.92
2020-06-11,9808.85,9512.7
2020-06-12,9460.2,9413.99
2020-06-13,9441.96,9434.94
2020-06-14,9413.51,9414.94
2020-06-15,9113.13,9303.87
2020-06-16,9523.44,9445.22
2020-06-17,9483.81,9393.28
2020-06-18,9427.835,9384.465
2020-06-19,9371.86,9375.65
2020-06-20,9271.01,9253.84
2020-06-21,9368.55,9363.91
2020-06-22,9416.75,9497.77
2020-06-23,9590.02,9690.01
2020-06-24,9505.54,9240.77
2020-06-25,9272.1,9233.75
2020-06-26,9107.3,9146.6
2020-06-27,9150.92,9122.77
2020-06-28,9049.46,9154.5
2020-06-29,9090.69,9126.41
2020-06-30,9142.94,9168.01
2020-07-01,9168.59,9269.68
2020-07-02,9138.205,9186.065
2020-07-03,9107.82,9102.45
2020-07-04,9075.82,9069.04
2020-07-05,9068.26,9030.0
2020-07-06,9191.12,9305.0
2020-07-07,9247.63,9278.06
2020-07-08,9275.74,9415.76
2020-07-09,9380.0,9210.13
2020-07-10,9178.41,9244.66
2020-07-11,9203.0,9230.65
2020-07-12,9267.54,9221.52
2020-07-13,9281.47,9290.4
2020-07-14,9200.37,9222.62
2020-07-15,9203.6,9207.43
2020-07-16,9154.095,9176.53
2020-07-17,9104.59,9145.63
2020-07-18,9179.03,9179.73
2020-07-19,9152.67,9124.75
2020-07-20,9192.25,9179.01
2020-07-21,9329.34,9337.48
2020-07-22,9329.63,9346.55
2020-07-23,9521.48,9540.8
2020-07-24,9535.23,9561.58
2020-07-25,9601.83,9609.45
2020-07-26,9781.19,9979.32
2020-07-27,10189.65,10316.66
2020-07-28,10737.19,11170.69
2020-07-29,11002.44,11175.42
2020-07-30,10975.38,11017.46
2020-07-31,11147.81,11375.43
2020-08-01,11729.21,11650.71
2020-08-02,11297.07,11103.41
2020-08-03,11172.05,11383.26
2020-08-04,11271.76,11216.69
