date,stonk_close
2021-03-10,281.76
2021-03-09,282.57
2021-03-08,278.52
2021-03-05,271.74
2021-03-04,257.54
2021-03-03,254.96
2021-03-02,254.4
2021-03-01,256.9
2021-02-26,256.66
2021-02-25,263.31
2021-02-24,262.75
2021-02-23,262.21
2021-02-22,261.36
2021-02-19,264.88
2021-02-18,268.6
2021-02-17,271.77
2021-02-16,273.73
2021-02-12,277.4
2021-02-11,279.68
2021-02-10,279.78
2021-02-09,283.2
2021-02-08,277.8
2021-02-05,273.65
2021-02-04,271.85
2021-02-03,267.9
2021-02-02,269.74
2021-02-01,268.82
2021-01-29,266.86
2021-01-28,267.65
2021-01-27,272.87
2021-01-26,275.28
2021-01-25,267.24
2021-01-22,262.34
2021-01-21,257.5
2021-01-20,255.961493695
2021-01-19,255.312124151
2021-01-15,254.932492726
2021-01-14,258.319204656
2021-01-13,261.855771096
2021-01-12,267.520271581
2021-01-11,267.130649855
2021-01-08,272.155771096
2021-01-07,269.778079534
2021-01-06,270.207662464
2021-01-05,268.549272551
2021-01-04,266.880892338
2020-12-31,266.011736178
2020-12-30,266.241513094
2020-12-29,265.012706111
2020-12-28,269.008826382
2020-12-24,265.74199806
2020-12-23,268.759068865
2020-12-22,263.743937924
2020-12-21,266.341416101
2020-12-18,272.285645005
2020-12-17,268.319495635
2020-12-16,266.820950533
2020-12-15,265.672065955
2020-12-14,262.555092144
2020-12-11,260.287293889
2020-12-10,260.746847721
2020-12-09,260.407177498
2020-12-08,257.20029098
2020-12-07,256.900581959
2020-12-04,258.159359845
2020-12-03,261.32628516
2020-12-02,258.029485936
2020-12-01,262.994665373
2020-11-30,261.436178468
2020-11-27,263.793889428
2020-11-25,265.072647915
2020-11-24,270.607274491
2020-11-23,262.175460718
2020-11-20,263.634044617
2020-11-19,268.379437439
2020-11-18,268.079728419
2020-11-17,269.368477207
2020-11-16,266.491270611
2020-11-13,258.219301649
2020-11-12,254.163239573
2020-11-11,259.747817653
2020-11-10,255.342095053
2020-11-09,241.825218235
2020-11-06,237.269641125
2020-11-05,241.265761397
2020-11-04,231.984772066
2020-11-03,231.784966052
2020-11-02,226.150436469
2020-10-30,228.727934045
2020-10-29,230.86585839
2020-10-28,233.153637245
2020-10-27,238.977982541
2020-10-26,240.996023278
2020-10-23,247.279922405
2020-10-22,249.897381183
2020-10-21,248.500135552
2020-10-20,249.70775499
2020-10-19,250.067046724
2020-10-16,253.570141129
2020-10-15,253.160947765
2020-10-14,249.508148472
2020-10-13,248.021079907
2020-10-12,245.346352555
2020-10-09,241.813317173
2020-10-08,239.857173289
2020-10-07,239.248373407
2020-10-06,242.142667929
2020-10-05,242.122707277
2020-10-02,242.122707277
2020-10-01,238.839180043
2020-09-30,240.206484697
2020-09-29,238.509829287
2020-09-28,240.635638712
2020-09-25,239.687507748
2020-09-24,239.258353732
2020-09-23,229.787024416
2020-09-22,238.839180043
2020-09-21,235.835101935
2020-09-18,244.138733117
2020-09-17,248.999151849
2020-09-16,254.228842641
2020-09-15,259.787884189
2020-09-14,264.877850418
2020-09-11,268.570571015
2020-09-10,270.466832943
2020-09-09,274.768353423
2020-09-08,269.159410245
2020-09-04,274.748392771
2020-09-03,276.265402314
2020-09-02,282.253597877
2020-09-01,273.870124088
2020-08-31,272.762307909
2020-08-28,277.942097072
2020-08-27,274.668550164
2020-08-26,273.30124551
2020-08-25,274.049769955
2020-08-24,276.9141235
2020-08-21,266.863935279
2020-08-20,270.017718276
2020-08-19,272.24333096
2020-08-18,272.163488353
2020-08-17,272.24333096
2020-08-14,275.936051558
2020-08-13,273.780301155
2020-08-12,272.253311286
2020-08-11,270.586596855
2020-08-10,274.369140385
2020-08-07,262.702139363
2020-08-06,257.522350201
2020-08-05,268.470767756
2020-08-04,227.790959229
2020-08-03,228.359837807
2020-07-31,229.108362253
2020-07-30,226.553398812
2020-07-29,230.775076684
2020-07-28,230.106394847
2020-07-27,233.928859681
2020-07-24,229.82694572
2020-07-23,228.090369007
2020-07-22,226.894038561
2020-07-21,225.966882465
2020-07-20,226.305842758
2020-07-17,229.675506848
2020-07-16,226.804313777
2020-07-15,228.309696255
2020-07-14,227.262907115
2020-07-13,224.969940426
2020-07-10,225.169328834
2020-07-09,222.318074604
2020-07-08,229.795139893
2020-07-07,230.602662944
2020-07-06,233.563580799
2020-07-02,229.306638294
2020-07-01,228.907861479
2020-06-30,228.489145822
2020-06-29,231.101133963
2020-06-26,220.593364877
2020-06-25,231.28058353
2020-06-24,229.735323371
2020-06-23,233.035201518
2020-06-22,234.191654283
2020-06-19,239.53526361
2020-06-18,243.084377267
2020-06-17,239.295997521
2020-06-16,240.641869273
2020-06-15,236.664070539
2020-06-12,231.111103384
2020-06-11,220.852569807
2020-06-10,239.266089259
2020-06-09,242.057526967
2020-06-08,242.974713643
2020-06-05,242.207068273
2020-06-04,241.708597254
2020-06-03,242.775325235
2020-06-02,242.266884796
2020-06-01,242.795264076
2020-05-29,242.685600452
2020-05-28,246.164928166
2020-05-27,249.773858346
2020-05-26,240.721624636
2020-05-22,235.866516908
2020-05-21,234.022174136
2020-05-20,237.312082864
2020-05-19,232.217709047
2020-05-18,236.026027634
2020-05-15,226.315812178
2020-05-14,228.867983797
2020-05-13,226.864130299
2020-05-12,231.370308314
2020-05-11,236.763764743
2020-05-08,240.223153616
2020-05-07,229.795139893
2020-05-06,239.156425635
2020-05-05,232.925537894
2020-05-04,232.167861945
2020-05-01,231.430124836
2020-04-30,234.749941825
2020-04-29,241.788352617
2020-04-28,236.863458946
2020-04-27,237.322052284
2020-04-24,227.153243491
2020-04-23,225.438503184
2020-04-22,226.854160879
2020-04-21,222.791101281
2020-04-20,233.924681258
2020-04-17,241.971132618
2020-04-16,235.776958427
2020-04-15,233.436715767
2020-04-14,240.965326198
2020-04-13,237.201020982
2020-04-09,252.118823133
2020-04-08,229.054984828
2020-04-07,222.074090764
2020-04-06,220.550443415
2020-04-03,206.150482193
2020-04-02,198.163781709
2020-04-01,193.2841268
2020-03-31,207.664171063
2020-03-30,206.797783354
2020-03-27,200.284937823
2020-03-26,219.036754545
2020-03-25,217.742152222
2020-03-24,202.157131951
2020-03-23,192.587033241
2020-03-20,191.77043793
2020-03-19,200.16543607
2020-03-18,205.463347114
2020-03-17,215.302324768
2020-03-16,200.215228467
2020-03-13,215.790290258
2020-03-12,202.68493136
2020-03-11,205.144675773
2020-03-10,217.234269772
2020-03-09,197.775401012
2020-03-06,205.19446817
2020-03-05,205.602765826
2020-03-04,215.0931967
2020-03-03,211.079929499
2020-03-02,220.102311841
2020-02-28,195.564618584
2020-02-27,200.185353029
2020-02-26,209.128067536
2020-02-25,254.917155846
2020-02-24,264.138707777
2020-02-21,272.543664396
2020-02-20,272.832460299
2020-02-19,275.431623424
2020-02-18,276.347803529
2020-02-14,279.843229801
2020-02-13,286.306282936
2020-02-12,279.813354363
2020-02-11,280.948621015
2020-02-10,278.937008175
2020-02-07,278.200080699
2020-02-06,275.650709971
2020-02-05,273.380176666
2020-02-04,276.537014638
2020-02-03,275.33203863
2020-01-31,269.685580806
2020-01-30,275.929547394
2020-01-29,272.902169654
2020-01-28,273.868142157
2020-01-27,275.282246233
2020-01-24,275.073118165
2020-01-23,276.925395335
2020-01-22,280.417681964
2020-01-21,279.372980836
2020-01-17,277.890500187
2020-01-16,284.90492205
2020-01-15,276.796051385
2020-01-14,276.029937225
2020-01-13,279.27348549
2020-01-10,273.632099396
2020-01-09,275.064832372
2020-01-08,275.860795137
2020-01-07,277.751206703
2020-01-06,280.586824052
2020-01-03,284.317899511
2020-01-02,280.9748559
2019-12-31,282.616529102
2019-12-30,287.541548707
2019-12-27,292.168082277
2019-12-26,291.163179286
2019-12-24,284.994467861
2019-12-23,283.362744193
2019-12-20,281.223594263
2019-12-19,271.463100863
2019-12-18,273.184370341
2019-12-17,276.69655604
2019-12-16,274.109677055
2019-12-13,275.622006308
2019-12-12,271.681990623
2019-12-11,272.477953388
2019-12-10,276.209028847
2019-12-09,272.915732908
2019-12-06,277.054739284
2019-12-05,272.52770106
2019-12-04,274.676800525
2019-12-03,268.667281652
2019-12-02,268.279249804
2019-11-29,268.796625601
2019-11-27,273.572402189
2019-11-26,272.159568282
2019-11-25,270.537794149
2019-11-22,270.4084502
2019-11-21,282.805570258
2019-11-20,269.542840693
2019-11-19,271.672041088
2019-11-18,271.373555052
2019-11-15,273.612200327
2019-11-14,273.920635898
2019-11-13,272.76648989
2019-11-12,274.706649128
2019-11-11,271.08501855
2019-11-08,270.776582978
2019-11-07,263.513422751
2019-11-06,265.354086645
2019-11-05,263.861656461
2019-11-04,260.777300748
2019-11-01,271.622293416
2019-10-31,272.975430115
2019-10-30,274.388264023
2019-10-29,269.791579057
2019-10-28,270.388551131
2019-10-25,270.706936236
2019-10-24,275.373267944
2019-10-23,269.577924098
2019-10-22,279.607944579
2019-10-21,288.922245065
2019-10-18,285.592158979
2019-10-17,290.154873944
2019-10-16,289.459035061
2019-10-15,286.119008419
2019-10-14,289.210521174
2019-10-11,290.661842274
2019-10-10,292.113163374
2019-10-09,293.077397256
2019-10-08,293.186743366
2019-10-07,300.015904982
2019-10-04,305.373864386
